,시도,주차장명,주차장유형,주소,위도,경도,관리기관,전화번호,특이사항,2_14(수),2_15(목),2_16(금),2_17(토),2_18(일)
9890,제주특별자치도,서호초등학교,노상,제주특별자치도 서귀포시 호근남로 40 (호근동),33.2537959,126.528718,제주특별자치도교육청,064-739-8562,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,06:30~24:00","17,00:00~24:00","18,09:00~24:00"
9891,제주특별자치도,성산초등학교,노상,"제주특별자치도 서귀포시 성산읍 한도로 217 , 성산초등학교 (성산읍)",33.4680238,126.9318009,제주특별자치도교육청,064-784-1241,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9892,제주특별자치도,성읍초등학교,노상,"제주특별자치도 서귀포시 표선면 성읍민속로 65 (표선면,성읍초등학교)",33.3834384,126.798265,제주특별자치도교육청,064-780-1800,연휴종일개방,"14,0:00~24:00","15,06:30~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9893,제주특별자치도,수산초등학교,노상,제주특별자치도 서귀포시 성산읍 수시로 9 (성산읍),33.4473655,126.8852217,제주특별자치도교육청,064-783-0984,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9894,제주특별자치도,시흥초등학교,노상,제주특별자치도 서귀포시 성산읍 시흥상동로 113 (성산읍),33.47963,126.8955819,제주특별자치도교육청,064-782-2807,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9895,제주특별자치도,신례초등학교,노상,제주특별자치도 서귀포시 남원읍 중산간동로 7116 (남원읍),33.2842557,126.6321975,제주특별자치도교육청,064-767-2474,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9896,제주특별자치도,신산초등학교,노상,제주특별자치도 서귀포시 성산읍 일주동로 5104 (성산읍),33.3813995,126.8758256,제주특별자치도교육청,064-780-2810,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9897,제주특별자치도,안덕초등학교,노상,"제주특별자치도 서귀포시 안덕면 화순로56번길 32 (안덕면,안덕초등학교병설유치원)",33.2505397,126.3361389,제주특별자치도교육청,064-794-9007,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,08:00~24:00","18,00:00~24:00"
9898,제주특별자치도,예래초등학교,노상,제주특별자치도 서귀포시 예래로 210-14 (상예동),33.2461104,126.3918751,제주특별자치도교육청,064-738-0240,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,08:00~24:00","17,00:00~24:00","18,00:00~24:00"
9899,제주특별자치도,온평초등학교,노상,제주특별자치도 서귀포시 성산읍 일주동로 4740 (성산읍),33.416346,126.889907,제주특별자치도교육청,064-780-2700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9900,제주특별자치도,위미초등학교,노상,"제주특별자치도 서귀포시 남원읍 태위로 57 , 위미초등학교 (남원읍)",33.2739093,126.6538693,제주특별자치도교육청,064-760-0210,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9901,제주특별자치도,의귀초등학교,노상,"제주특별자치도 서귀포시 남원읍 한신로 213 (남원읍,의귀초등학교)",33.3107781,126.7141119,제주특별자치도교육청,064-780-9900,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9902,제주특별자치도,중문초등학교,노상,제주특별자치도 서귀포시 천제연로 231 (중문동),33.2526762,126.4300049,제주특별자치도교육청,064-730-5600,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9903,제주특별자치도,창천초등학교,노상,제주특별자치도 서귀포시 안덕면 창천중앙로 12 (안덕면),33.2635128,126.3693907,제주특별자치도교육청,064-794-9906,연휴종일개방,"14,0:00~24:00","15,08:30~24:00","16,06:00~24:00","17,06:00~24:00","18,09:00~24:00"
9904,제주특별자치도,태흥초등학교,노상,제주특별자치도 서귀포시 남원읍 태위로 915 (남원읍),33.2863075,126.7429484,제주특별자치도교육청,064-764-1109,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9905,제주특별자치도,토산초등학교,노상,"제주특별자치도 서귀포시 표선면 토산중앙로 68-9 , 토산초등학교 (표선면)",33.3120603,126.7775703,제주특별자치도교육청,064-787-0081,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9906,제주특별자치도,토평초등학교,노상,제주특별자치도 서귀포시 토평남로 86 (토평동),33.2657932,126.5895264,제주특별자치도교육청,064-762-2467,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,09:00~24:00","18,00:00~24:00"
9907,제주특별자치도,표선초등학교,노상,제주특별자치도 서귀포시 표선면 표선동서로 293 (표선면),33.32982,126.8347765,제주특별자치도교육청,064-787-1011,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,09:00~24:00"
9908,제주특별자치도,풍천초등학교,노상,제주특별자치도 서귀포시 성산읍 풍천로 18 (성산읍),33.3492259,126.850059,제주특별자치도교육청,064-786-5600,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,00:00~24:00","18,00:00~24:00"
9909,제주특별자치도,하례초등학교,노상,"제주특별자치도 서귀포시 남원읍 일주동로 8002 , 하례초등학교 (남원읍)",33.2643205,126.630889,제주특별자치도교육청,064-760-5600,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9910,제주특별자치도,하원초등학교,노상,제주특별자치도 서귀포시 월평하원로 149 (하원동),33.2530491,126.4594592,제주특별자치도교육청,064-738-0555,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9911,제주특별자치도,한마음초등학교,노상,"제주특별자치도 서귀포시 표선면 한마음초등로 408 , 한마음초등학교 (표선면)",33.3520354,126.8150921,제주특별자치도교육청,064-780-2300,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,06:00~24:00","17,00:00~24:00","18,08:30~24:00"
9912,제주특별자치도,효돈초등학교,노상,제주특별자치도 서귀포시 효돈로 161 (신효동),33.2645558,126.6159651,제주특별자치도교육청,064-767-1795,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9913,제주특별자치도,흥산초등학교,노상,"제주특별자치도 서귀포시 남원읍 일주동로 6642 , 흥산초등학교 (남원읍)",33.2999019,126.765401,제주특별자치도교육청,064-764-1414,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,08:00~24:00","18,00:00~24:00"
9914,제주특별자치도,남원중학교,노상,제주특별자치도 서귀포시 남원읍 남한로 36 (남원읍),33.2821282,126.7180243,제주특별자치도교육청,064-766-7500,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,08:00~24:00","17,00:00~24:00","18,00:00~24:00"
9915,제주특별자치도,대정중학교,노상,"제주특별자치도 서귀포시 대정읍 비행장로 18 , 대정중학교 (대정읍)",33.2194865,126.2545916,제주특별자치도교육청,064-798-0700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9916,제주특별자치도,무릉중학교,노상,제주특별자치도 서귀포시 대정읍 서삼중로 106 (대정읍),33.2724818,126.2015537,제주특별자치도교육청,064-792-4010,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9917,제주특별자치도,서귀중앙여자중학교,노상,제주특별자치도 서귀포시 중앙로 120 (동홍동),33.2557008,126.562001,제주특별자치도교육청,064-730-5100,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9918,제주특별자치도,서귀포대신중학교,노상,"제주특별자치도 서귀포시 신중로13번길 15 , 서귀포대신중학교 (강정동)",33.257236,126.5064285,제주특별자치도교육청,064-735-4600,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,07:00~24:00","18,00:00~24:00"
9919,제주특별자치도,서귀포여자중학교,노상,"제주특별자치도 서귀포시 일주동로 8820 (서홍동,서귀포여자중학교)",33.2561753,126.5467018,제주특별자치도교육청,064-730-8700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,07:00~24:00","17,00:00~24:00","18,00:00~24:00"
9920,제주특별자치도,서귀포중학교,노상,"제주특별자치도 서귀포시 태평로 474 (서귀동, 서귀포중학교)",33.2477153,126.5702658,제주특별자치도교육청,064-730-7920,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,07:00~24:00"
9921,제주특별자치도,성산중학교,노상,"제주특별자치도 서귀포시 성산읍 일주동로 4316 , 성산중학교 (성산읍)",33.4434754,126.9104979,제주특별자치도교육청,064-784-0661,연휴종일개방,"14,0:00~24:00","15,07:00~24:00","16,00:00~24:00","17,07:00~24:00","18,00:00~24:00"
9922,제주특별자치도,신산중학교,노상,"제주특별자치도 서귀포시 성산읍 일주동로 5104 (성산읍,신산중학교)",33.3814219,126.8757525,제주특별자치도교육청,064-780-2800,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,07:00~24:00","17,00:00~24:00","18,00:00~24:00"
9923,제주특별자치도,안덕중학교,노상,제주특별자치도 서귀포시 안덕면 화순로 74 (안덕면),33.24888500000001,126.3374758,제주특별자치도교육청,064-735-7700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9924,제주특별자치도,위미중학교,노상,제주특별자치도 서귀포시 남원읍 위미상원북로 34 (남원읍),33.28037279999999,126.664091,제주특별자치도교육청,064-764-1121,연휴종일개방,"14,0:00~24:00","15,07:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9925,제주특별자치도,중문중학교,노상,제주특별자치도 서귀포시 천제연로232번길 10 (중문동),33.2504177,126.4289357,제주특별자치도교육청,064-738-6696,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9926,제주특별자치도,표선중학교,노상,"제주특별자치도 서귀포시 표선면 표선중앙로 31 , 표선중학교 (표선면)",33.3303266,126.8311501,제주특별자치도교육청,064-787-0630,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,09:00~24:00","18,00:00~24:00"
9927,제주특별자치도,효돈중학교,노상,"제주특별자치도 서귀포시 효돈로 207 , 효돈중학교 (하효동)",33.2649869,126.6208343,제주특별자치도교육청,064-730-0201,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,00:00~24:00","18,08:00~24:00"
9928,제주특별자치도,남주중학교,노상,"제주특별자치도 서귀포시 동홍로303번길 14 , 남주중학교 (동홍동)",33.27542469999999,126.5647991,제주특별자치도교육청,064-730-6100,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9929,제주특별자치도,제주대학교교육대학부설초등학교,노상,제주특별자치도 제주시 일주동로 61 (화북일동),33.5145691,126.5516729,제주특별자치도교육청,064-755-0051,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9930,제주특별자치도,고산초등학교,노상,"제주특별자치도 제주시 한경면 고산로 16 , 고산초등학교 (한경면)",33.3041143,126.1774024,제주특별자치도교육청,064-773-0041,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9931,제주특별자치도,곽금초등학교,노상,제주특별자치도 제주시 애월읍 일주서로 6000 (애월읍),33.4468258,126.3070697,제주특별자치도교육청,064-799-0020,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9932,제주특별자치도,광령초등학교,노상,"제주특별자치도 제주시 애월읍 광성로 276 (애월읍, 광령초등학교)",33.4598963,126.4367244,제주특별자치도교육청,064-748-4086,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9933,제주특별자치도,광양초등학교,노상,제주특별자치도 제주시 돈내길 5 (이도일동),33.5028548,126.5300705,제주특별자치도교육청,064-755-0013,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9934,제주특별자치도,구엄초등학교,노상,"제주특별자치도 제주시 애월읍 일주서로 6768 (애월읍,구엄초등학교)",33.4732365,126.3748525,제주특별자치도교육청,064-713-0379,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9935,제주특별자치도,구좌중앙초등학교,노상,제주특별자치도 제주시 구좌읍 월정7길 1 (구좌읍),33.5518085,126.7978725,제주특별자치도교육청,064-783-5308,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,06:00~24:00","18,00:00~24:00"
9936,제주특별자치도,귀덕초등학교,노상,"제주특별자치도 제주시 한림읍 귀덕14길 14-5 , 귀덕초등학교 (한림읍)",33.4421382,126.2935657,제주특별자치도교육청,064-796-3202,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,06:00~24:00","17,00:00~24:00","18,00:00~24:00"
9937,제주특별자치도,금악초등학교,노상,제주특별자치도 제주시 한림읍 금악남2길 1 (한림읍),33.3566657,126.2962342,제주특별자치도교육청,064-796-3589,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9938,제주특별자치도,김녕초등학교,노상,제주특별자치도 제주시 구좌읍 김녕로 117 (구좌읍),33.5552575,126.7505618,제주특별자치도교육청,064-783-5024,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,00:00~24:00","17,07:00~24:00","18,00:00~24:00"
9939,제주특별자치도,김녕초등학교동복분교장,노상,"제주특별자치도 제주시 구좌읍 동복로 66-5 (구좌읍,김녕초등학교분교장)",33.55514700000001,126.7506222,제주특별자치도교육청,064-783-5306,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,07:00~24:00","17,00:00~24:00","18,00:00~24:00"
9940,제주특별자치도,남광초등학교,노상,제주특별자치도 제주시 남광로 28 (이도이동),33.4932513,126.5398322,제주특별자치도교육청,064-754-7500,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9941,제주특별자치도,납읍초등학교,노상,"제주특별자치도 제주시 애월읍 납읍로2길 47 , 납읍초등학교 (애월읍)",33.4352125,126.330663,제주특별자치도교육청,064-797-3496,연휴종일개방,"14,0:00~24:00","15,07:00~24:00","16,00:00~24:00","17,00:00~24:00","18,07:00~24:00"
9942,제주특별자치도,노형초등학교,노상,제주특별자치도 제주시 노형로 383 (노형동),33.4850559,126.4762465,제주특별자치도교육청,064-740-8400,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,08:00~24:00"
9943,제주특별자치도,대흘초등학교,노상,제주특별자치도 제주시 조천읍 중산간동로 677 (조천읍),33.4995681,126.658435,제주특별자치도교육청,064-780-3600,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9944,제주특별자치도,도남초등학교,노상,"제주특별자치도 제주시 도남로8길 22 (도남동,도남초등학교)",33.49358369999999,126.5260199,제주특별자치도교육청,064-728-0700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,0:00~24:00"
9945,제주특별자치도,도련초등학교,노상,"제주특별자치도 제주시 화삼로 104 , 도련초등학교 (도련일동)",33.5133683,126.5830928,제주특별자치도교육청,064-754-9500,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9946,제주특별자치도,도리초등학교,노상,"제주특별자치도 제주시 도리로 129 , 도리초등학교 (도두일동)",33.5018336,126.4652862,제주특별자치도교육청,064-743-1303,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9947,제주특별자치도,도평초등학교,노상,제주특별자치도 제주시 도평길 17 (도평동),33.4808165,126.4470312,제주특별자치도교육청,064-742-0974,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,09:00~24:00","18,07:00~24:00"
9948,제주특별자치도,동광초등학교,노상,제주특별자치도 제주시 태성로 6 (일도이동),33.5017192,126.5472187,제주특별자치도교육청,064-753-9213,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9949,제주특별자치도,동화초등학교,노상,"제주특별자치도 제주시 동화로1길 44 (화북일동, 동화초등학교)",33.5189288,126.5758883,제주특별자치도교육청,064-729-5700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9950,제주특별자치도,물메초등학교,노상,제주특별자치도 제주시 애월읍 엄수로 202-4 (애월읍),33.4660108,126.3914429,제주특별자치도교육청,064-717-8000,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9951,제주특별자치도,백록초등학교,노상,"제주특별자치도 제주시 정존5길 62 , 백록초등학교 (노형동)",33.4871337,126.4702276,제주특별자치도교육청,064-746-9451,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,06:00~24:00"
9952,제주특별자치도,봉개초등학교,노상,제주특별자치도 제주시 번영로 484 (봉개동),33.4902658,126.593815,제주특별자치도교육청,064-721-0012,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9953,제주특별자치도,북촌초등학교,노상,제주특별자치도 제주시 조천읍 일주동로 1481 (조천읍),33.547976,126.6915455,제주특별자치도교육청,064-717-3800,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9954,제주특별자치도,삼성초등학교,노상,제주특별자치도 제주시 서광로29길 35 (이도일동),33.50341540000001,126.5252775,제주특별자치도교육청,064-720-0700,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,07:00~24:00"
9955,제주특별자치도,삼양초등학교,노상,제주특별자치도 제주시 지석14길 7 (삼양이동),33.5207945,126.586245,제주특별자치도교육청,064-729-6800,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9956,제주특별자치도,삼화초등학교,노상,제주특별자치도 제주시 화삼북로2길 27 (화북일동),33.5150697,126.576987,제주특별자치도교육청,064-750-3400,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,08:00~24:00"
9957,제주특별자치도,세화초등학교,노상,제주특별자치도 제주시 구좌읍 구좌로 65 (구좌읍),33.522418,126.8589652,제주특별자치도교육청,064-783-2640,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,08:00~24:00","17,08:00~24:00","18,00:00~24:00"
9958,제주특별자치도,송당초등학교,노상,제주특별자치도 제주시 구좌읍 중산간동로 2218-3 (구좌읍),33.4710621,126.7809333,제주특별자치도교육청,064-780-6800,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9959,제주특별자치도,수원초등학교,노상,제주특별자치도 제주시 한림읍 한림로 822 (한림읍),33.4256547,126.2704041,제주특별자치도교육청,064-797-3100,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9960,제주특별자치도,신광초등학교,노상,제주특별자치도 제주시 성신로 25 (연동),33.4916718,126.4841265,제주특별자치도교육청,064-741-0800,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9961,제주특별자치도,신제주초등학교,노상,"제주특별자치도 제주시 비월길 29 , 신제주초등학교 (연동)",33.4829216,126.4977677,제주특별자치도교육청,064-747-6122,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9962,제주특별자치도,신창초등학교,노상,제주특별자치도 제주시 한경면 두신로 72 (한경면),33.3491937,126.1840431,제주특별자치도교육청,064-795-0700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,08:00~24:00","17,08:00~24:00","18,08:00~24:00"
9963,제주특별자치도,신촌초등학교,노상,"제주특별자치도 제주시 조천읍 신북로 51 , 신촌초등학교 (조천읍)",33.5338444,126.6193562,제주특별자치도교육청,064-780-5700,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9964,제주특별자치도,아라초등학교,노상,제주특별자치도 제주시 중앙로 518 (아라일동),33.4767254,126.5437275,제주특별자치도교육청,064-702-2861,연휴종일개방,"14,0:00~24:00","15,08:00~24:00","16,06:00~24:00","17,06:00~24:00","18,09:00~24:00"
9965,제주특별자치도,애월초등학교,노상,제주특별자치도 제주시 애월읍 애월로 139-10 (애월읍),33.4653839,126.322125,제주특별자치도교육청,064-795-8900,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9966,제주특별자치도,애월초등학교더럭분교장,노상,제주특별자치도 제주시 애월읍 하가로 195 (애월읍),33.4534585,126.3452749,제주특별자치도교육청,064-799-0515,연휴종일개방,"14,0:00~24:00","15,06:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9967,제주특별자치도,어도초등학교,노상,"제주특별자치도 제주시 애월읍 봉성로 76 , 어도초등학교 (애월읍)",33.4198251,126.3131372,제주특별자치도교육청,064-799-0519,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9968,제주특별자치도,영평초등학교,노상,"제주특별자치도 제주시 아봉로 225 , 영평초등학교 (영평동)",33.4784867,126.5670836,제주특별자치도교육청,064-702-1305,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9969,제주특별자치도,오라초등학교,노상,"제주특별자치도 제주시 연사길 48 , 1380번지 (오라이동)",33.4893528,126.5135832,제주특별자치도교육청,064-743-8060,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9970,제주특별자치도,외도초등학교,노상,제주특별자치도 제주시 일주서로 7368 (외도이동),33.4931222,126.4343119,제주특별자치도교육청,064-717-5500,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
9971,제주특별자치도,우도초등학교,노상,제주특별자치도 제주시 우도면 우도로 156-11 (우도면),33.5059532,126.9556237,제주특별자치도교육청,064-786-4500,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,0:00~06:00","17,0:00~06:00","18,00:00~24:00"
9972,제주특별자치도,월랑초등학교,노상,"제주특별자치도 제주시 남녕로 63 (노형동,월랑초등학교)",33.4925218,126.4783748,제주특별자치도교육청,064-746-6503,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,09:00~24:00"
9973,제주특별자치도,이도초등학교,노상,"제주특별자치도 제주시 구남동2길 58 , 이도초등학교 (이도이동)",33.4881262,126.5322264,제주특별자치도교육청,064-754-5200,연휴종일개방,"14,0:00~24:00","15,0:00~06:00","16,09:00~24:00","17,09:00~24:00","18,06:00~24:00"
9974,제주특별자치도,인화초등학교,노상,"제주특별자치도 제주시 신산로15길 35 (일도이동,인화초등학교)",33.5071736,126.5382717,제주특별자치도교육청,064-730-0900,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,09:00~24:00"
9975,제주특별자치도,일도초등학교,노상,"제주특별자치도 제주시 삼성로9길 27 , 일도초등학교 (일도이동)",33.5097539,126.5292935,제주특별자치도교육청,064-757-2870,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,09:00~24:00"
9976,제주특별자치도,장전초등학교,노상,"제주특별자치도 제주시 애월읍 장전로 122 , 장전초등학교 (애월읍)",33.449658,126.3904581,제주특별자치도교육청,064-799-2317,연휴종일개방,"14,0:00~24:00","15,08:30~24:00","16,09:00~24:00","17,09:00~24:00","18,09:00~24:00"
9977,제주특별자치도,재릉초등학교,노상,제주특별자치도 제주시 한림읍 한림로 288-18 (한림읍),33.3883114,126.238306,제주특별자치도교육청,064-795-5700,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,08:30~24:00","17,08:30~24:00","18,09:00~24:00"
9978,제주특별자치도,저청초등학교,노상,제주특별자치도 제주시 한경면 중산간서로 3591 (한경면),33.3265354,126.251442,제주특별자치도교육청,064-798-1600,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,08:00~24:00"
9979,제주특별자치도,제주남초등학교,노상,제주특별자치도 제주시 남성로 149 (삼도이동),33.5102075,126.5211672,제주특별자치도교육청,064-729-3700,연휴종일개방,"14,0:00~24:00","15,08:30~24:00","16,09:00~24:00","17,09:00~24:00","18,09:00~24:00"
9980,제주특별자치도,제주동초등학교,노상,제주특별자치도 제주시 동문로 65 (건입동),33.5141041,126.53353,제주특별자치도교육청,064-755-9313,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,09:00~24:00"
9981,제주특별자치도,제주북초등학교,노상,"제주특별자치도 제주시 중앙로8길 18 (삼도이동,제주북초등학교)",33.5151229,126.5225878,제주특별자치도교육청,064-717-3300,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,08:00~24:00"
9982,제주특별자치도,제주서초등학교,노상,제주특별자치도 제주시 성화로6길 51 (용담이동),33.5120829,126.5103468,제주특별자치도교육청,064-720-7300,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,09:00~24:00","17,09:00~24:00","18,08:00~24:00"
9983,제주특별자치도,제주중앙초등학교,노상,제주특별자치도 제주시 서사로18길 40 (삼도일동),33.5023738,126.5158853,제주특별자치도교육청,064-729-3800,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,00:00~24:00","17,00:00~24:00","18,06:00~24:00"
9984,제주특별자치도,조천초등학교,노상,제주특별자치도 제주시 조천읍 신북로 195 (조천읍),33.5355113,126.6335815,제주특별자치도교육청,064-783-4702,연휴종일개방,"14,0:00~24:00","15,09:00~24:00","16,09:00~24:00","17,09:00~24:00","18,00:00~24:00"
9985,제주특별자치도,조천초등학교교래분교장,노상,제주특별자치도 제주시 조천읍 비자림로 672 (조천읍),33.4364023,126.6780568,제주특별자치도교육청,064-783-9744,연휴종일개방,"14,0:00~24:00","15,00:00~24:00","16,08:00~24:00","17,08:00~24:00","18,07:00~24:00"
